id_empresa;nit;sector;antiguedad;tiempo_afiliacion;num_trabajadores;crecimiento_empleo;uso_servicios;satisfaccion;rotacion;salario_promedio;digitalizacion;formalizacion;distancia;abandono
1691;974894841;Construcción;12.7;8.7;5;19.7;3;58.1;11.3;4.85;79.0;76.0;4.9;0
1692;986149682;Servicios;11.4;7.8;15;13.8;8;81.9;24.7;4.41;70.5;71.5;44.9;0
1693;816421335;Comercio;21.3;20.8;78;8.1;5;62.7;23.8;2.43;75.5;53.4;16.9;0
1694;914946679;Comercio;11.5;9.6;103;17.2;5;69.8;10.4;4.86;71.7;58.4;12.1;0
1695;877230360;Servicios;7.3;6.0;29;9.6;3;57.2;31.6;4.09;88.6;91.0;4.0;1
1696;985731623;Transporte;17.3;11.9;180;4.3;6;71.6;11.4;2.13;53.6;64.4;2.1;0
1697;901781694;Servicios;15.3;10.7;53;-5.3;4;63.4;11.0;2.65;73.1;62.1;10.4;0
1698;820476853;Servicios;2.8;0.8;143;12.0;7;72.1;7.5;2.88;11.2;26.8;12.8;0
1699;894174740;Construcción;10.2;7.1;16;-4.7;4;57.9;18.0;4.24;18.9;7.9;25.6;1
1700;858468210;Servicios;3.1;0.8;21;-17.7;7;74.0;18.1;1.75;73.0;63.5;12.8;1
1701;967350791;Tecnología;4.6;1.2;170;23.5;1;35.2;18.5;3.83;29.6;30.6;10.7;0
1702;829569124;Comercio;18.3;17.1;19;-14.9;7;56.9;31.9;1.6;21.1;38.1;9.5;1
1703;822361823;Comercio;2.0;0.5;17;-5.5;8;78.5;11.9;2.32;49.3;53.5;6.0;0
1704;818467387;Servicios;22.0;13.0;12;14.4;3;59.5;15.9;3.15;74.1;70.4;30.8;0
1705;804722553;Servicios;2.4;0.9;13;-0.1;5;88.3;35.0;4.0;64.5;82.9;5.2;0
1706;843164845;Comercio;5.8;5.8;15;29.7;1;77.1;31.6;1.89;33.0;39.0;1.2;1
1707;852067098;Servicios;22.1;14.5;35;30.5;8;72.2;16.9;1.62;76.4;74.7;22.3;0
1708;989723154;Servicios;6.7;2.2;7;-6.3;7;78.2;11.7;2.88;89.3;84.0;12.5;0
1709;849319106;Servicios;8.1;5.2;11;3.9;6;96.6;14.7;6.8;81.8;58.6;6.3;0
1710;890125093;Servicios;21.8;10.0;28;6.3;5;58.2;31.2;3.53;82.6;77.4;24.6;0
1711;996903967;Comercio;21.6;16.4;6;20.9;5;72.7;5.8;3.98;38.2;60.8;14.0;0
1712;934686050;Servicios;13.9;6.7;23;5.7;5;92.4;10.0;7.83;66.0;76.8;31.4;0
1713;950039408;Servicios;8.0;4.4;8;-3.6;2;53.0;27.4;2.32;52.1;51.0;10.4;1
1714;993113113;Servicios;7.8;3.7;57;3.8;4;49.4;33.0;3.27;24.9;53.7;0.7;1
1715;850637580;Servicios;29.1;12.3;67;24.0;5;63.8;13.2;5.29;56.8;76.9;12.3;0
1716;876671595;Comercio;28.2;22.0;44;5.4;9;99.5;15.9;2.22;66.6;52.0;8.7;0
1717;883917756;Manufactura;3.4;0.8;14;-0.8;4;72.7;10.8;3.55;61.2;58.9;12.1;0
1718;866646710;Servicios;9.9;4.6;63;-0.2;5;69.8;20.8;2.75;86.3;67.4;3.2;0
1719;845563277;Comercio;33.8;13.3;5;10.8;3;49.4;10.2;6.07;35.7;36.0;4.2;0
1720;908983121;Construcción;6.8;5.2;24;-5.3;4;51.5;8.3;2.32;59.0;68.4;12.6;1
1721;814289267;Manufactura;11.1;4.6;27;23.5;3;66.2;20.5;1.73;48.4;55.1;7.3;0
1722;956245411;Servicios;16.7;11.2;189;7.5;6;83.8;15.9;2.76;53.6;46.4;1.9;0
1723;922703564;Comercio;5.4;2.1;88;3.6;6;89.2;18.9;2.76;45.2;68.2;6.7;0
1724;881351316;Servicios;18.7;12.6;18;26.6;2;58.3;11.7;4.95;48.6;65.1;2.4;0
1725;889161354;Servicios;10.2;5.6;30;13.2;3;66.7;28.4;5.35;84.8;71.4;2.7;0
1726;818196273;Comercio;4.7;1.0;18;-8.0;4;61.6;15.2;3.28;22.7;38.7;6.8;1
1727;822169982;Tecnología;4.4;1.2;17;-4.8;6;69.7;30.7;2.54;21.0;55.3;8.9;1
1728;866263218;Comercio;19.7;5.3;29;14.8;4;58.4;7.2;4.88;52.2;55.5;12.1;0
1729;808909253;Comercio;12.0;11.9;43;12.9;5;68.9;28.1;4.96;89.4;86.0;13.8;0
1730;903451004;Servicios;50.0;48.6;72;2.5;5;52.4;38.3;3.28;13.9;46.3;10.5;0
1731;935188549;Tecnología;7.4;3.7;19;-9.3;2;47.5;41.6;6.34;44.1;71.5;7.3;1
1732;864717734;Servicios;50.0;18.4;73;5.3;1;57.6;34.3;5.03;70.6;55.2;2.9;0
1733;840778500;Servicios;15.9;5.7;5;-2.8;7;84.9;3.5;3.99;88.6;62.1;2.8;0
1734;979191554;Tecnología;17.0;11.7;257;-2.7;7;70.1;27.9;5.15;60.4;67.8;11.2;0
1735;839487662;Tecnología;20.2;15.2;25;12.3;4;56.9;22.4;2.72;72.5;53.4;2.2;0
1736;871613911;Manufactura;15.9;5.9;10;-14.2;4;74.8;15.7;2.71;84.2;59.2;15.7;0
1737;880574086;Comercio;30.3;17.0;85;-6.5;3;44.8;11.4;3.17;66.3;61.5;0.6;0
1738;983130708;Manufactura;17.0;6.5;61;22.3;4;49.8;11.7;5.7;40.5;46.2;8.7;0
1739;929882137;Comercio;17.1;9.8;13;1.9;7;67.3;18.8;1.58;89.7;51.9;0.2;0
1740;954074099;Comercio;11.3;10.8;201;8.2;6;61.6;25.2;3.22;6.6;30.3;1.9;0
1741;902377049;Transporte;8.6;3.1;69;-0.9;5;53.1;36.0;2.77;52.8;66.7;0.5;1
1742;862493145;Construcción;33.4;19.7;9;-1.1;4;83.7;33.3;2.9;60.1;62.7;50.0;0
1743;886841434;Comercio;19.9;4.7;22;-0.8;0;32.8;7.7;1.5;37.5;48.3;0.8;0
1744;899182695;Comercio;12.8;3.4;26;14.0;5;73.8;14.4;3.62;77.4;71.2;3.3;0
1745;929266422;Manufactura;9.4;5.5;20;-2.7;5;75.2;21.1;6.81;79.7;75.1;3.0;1
1746;838861304;Comercio;19.1;5.3;13;17.2;4;55.1;8.9;2.45;73.6;83.7;4.8;0
1747;823624038;Manufactura;4.4;1.3;22;11.8;5;68.1;12.9;2.23;60.7;58.4;25.9;0
1748;933578758;Comercio;11.2;8.6;58;-8.4;5;73.3;8.9;4.72;48.0;59.3;12.0;0
1749;988290256;Transporte;19.1;15.1;48;12.5;4;64.3;26.0;1.53;70.6;66.3;7.9;0
1750;996636018;Servicios;11.9;6.8;10;1.1;0;44.5;13.9;2.87;48.4;67.0;1.1;1
1751;853496708;Servicios;16.3;10.7;25;-13.2;9;100.0;25.3;4.26;41.3;47.9;18.0;1
1752;862037549;Servicios;9.8;8.6;17;19.6;1;46.2;4.8;3.38;35.1;59.0;6.0;0
1753;879226168;Construcción;8.5;8.4;83;7.7;2;61.8;5.8;2.36;68.6;73.4;9.0;0
1754;917083898;Servicios;28.9;8.7;5;11.7;4;79.3;15.9;3.8;55.1;58.8;19.2;0
1755;850872336;Tecnología;8.7;7.4;9;-2.0;5;74.4;14.7;3.24;72.3;64.2;6.4;0
1756;861385196;Servicios;6.0;2.6;9;-9.6;6;75.0;20.2;2.53;46.3;55.5;4.8;0
1757;861086315;Comercio;8.3;4.3;16;12.1;6;79.7;23.6;4.43;63.4;65.1;7.2;0
1758;853327797;Transporte;10.3;6.7;47;-5.3;5;66.4;21.6;2.39;70.2;55.1;20.1;0
1759;883129259;Servicios;12.7;4.7;36;12.3;4;75.9;13.9;6.8;58.0;78.3;8.7;0
1760;937614934;Comercio;24.5;9.8;5;16.9;7;80.7;9.9;3.9;46.8;52.6;4.7;0
1761;977063988;Servicios;11.4;10.9;128;-6.2;0;60.8;13.3;3.52;67.1;73.7;3.9;1
1762;863956370;Comercio;10.7;3.9;35;11.1;4;52.1;21.7;2.18;72.3;34.9;8.5;1
1763;880389178;Manufactura;4.0;2.8;83;16.4;1;65.6;17.4;4.79;35.5;56.6;35.1;1
1764;862731740;Comercio;3.0;2.7;28;2.7;5;64.5;21.7;2.1;18.1;24.5;22.3;0
1765;930925703;Comercio;9.2;7.0;41;-0.9;7;87.4;5.2;3.27;81.6;64.0;3.4;0
1766;841147072;Servicios;4.2;2.4;33;-5.8;3;69.5;30.7;4.36;63.9;58.6;5.8;0
1767;896027520;Construcción;6.3;6.1;7;18.9;9;94.9;5.7;4.01;93.8;73.9;2.1;0
1768;881377647;Comercio;23.9;9.7;24;-1.8;5;59.2;9.8;2.93;80.5;86.1;17.5;0
1769;800054542;Servicios;3.4;3.2;5;9.3;6;69.9;13.2;2.2;44.2;44.5;17.8;1
1770;932871549;Servicios;13.9;8.0;46;8.7;6;52.6;5.5;2.63;26.1;41.6;1.3;0
1771;864643174;Comercio;18.3;8.8;69;-4.2;6;71.8;14.3;3.85;31.8;29.8;15.4;0
1772;945819655;Manufactura;16.2;6.6;45;20.3;6;91.3;27.1;2.76;54.5;55.6;0.3;0
1773;881738800;Comercio;11.8;2.6;22;-7.5;2;52.7;8.8;3.1;50.1;80.6;3.3;1
1774;961263156;Comercio;10.3;8.6;89;-15.2;4;46.2;3.7;2.36;26.2;30.8;9.2;1
1775;967831018;Construcción;13.2;11.9;16;13.3;2;38.9;19.5;2.17;64.6;65.6;9.9;1
1776;921880347;Tecnología;7.0;6.3;42;19.1;6;77.9;10.5;4.46;67.1;45.3;2.1;0
1777;861324357;Comercio;15.7;3.5;51;6.1;9;86.6;22.8;3.0;87.3;75.0;2.4;0
1778;833321799;Comercio;19.1;4.8;23;-2.4;6;71.3;16.1;2.4;98.9;92.6;2.8;0
1779;942328376;Servicios;4.0;2.0;16;-9.0;7;68.9;6.4;2.61;78.0;68.2;2.1;0
1780;839657945;Comercio;3.1;1.3;284;10.9;3;50.9;17.3;3.87;80.3;59.0;9.2;0
1781;804189431;Comercio;6.1;5.2;75;11.7;7;70.9;17.2;3.34;66.4;71.0;4.0;0
1782;994768481;Comercio;14.1;11.0;12;-16.0;10;96.7;21.1;3.3;64.7;62.3;12.8;0
1783;838475248;Manufactura;11.8;3.6;25;11.5;4;49.7;8.7;2.82;83.0;58.2;13.6;0
1784;993101065;Comercio;3.4;2.6;28;12.9;6;72.8;22.5;3.31;61.5;65.3;10.9;0
1785;915130808;Servicios;35.7;19.7;10;2.1;7;86.2;30.8;5.54;53.0;61.3;3.0;0
1786;883593185;Comercio;2.3;2.3;22;1.8;3;64.8;10.6;4.77;71.4;65.5;1.2;0
1787;968632227;Construcción;7.5;1.9;15;25.4;3;62.7;20.7;2.54;93.1;85.9;13.3;0
1788;993843572;Comercio;1.6;1.4;41;14.5;4;64.9;14.7;4.47;93.3;70.7;35.6;0
1789;936501301;Servicios;10.5;9.6;104;1.3;1;56.9;18.3;5.5;54.4;56.8;3.9;1
1790;800338904;Servicios;12.5;6.7;10;1.2;7;93.7;1.3;3.19;49.9;55.3;2.9;0
1791;968934885;Construcción;8.0;7.8;21;2.1;6;78.6;24.5;3.28;32.1;32.5;9.5;0
1792;860947933;Comercio;5.2;1.7;34;3.3;7;84.7;9.6;4.43;59.6;53.9;1.3;0
1793;895251503;Servicios;19.4;4.7;68;5.0;9;89.0;17.0;2.75;48.7;60.2;17.8;0
1794;997921654;Servicios;39.2;13.5;17;4.2;2;60.8;14.7;3.38;25.0;44.6;1.7;0
1795;936848406;Transporte;4.2;1.0;23;8.4;3;40.6;11.0;5.59;69.5;68.9;2.1;0
1796;877478729;Servicios;3.2;1.8;30;9.0;8;76.6;18.0;2.89;54.1;54.9;6.7;0
1797;938683986;Construcción;38.3;34.0;44;12.5;5;66.6;27.7;4.74;85.4;70.8;8.4;0
1798;997914213;Comercio;5.6;1.2;16;24.7;8;61.4;28.3;2.88;63.1;67.5;5.7;0
1799;997526151;Construcción;5.5;1.5;38;-9.1;2;63.1;38.8;5.5;81.5;89.2;21.7;1
1800;934798546;Comercio;4.1;2.0;81;-7.6;2;78.5;12.4;3.45;61.9;67.3;4.4;1
1801;880502491;Comercio;4.9;4.6;155;-9.4;1;53.3;8.1;2.73;48.1;48.1;9.2;1
1802;859996080;Servicios;8.6;2.7;5;16.5;6;78.8;27.9;3.17;92.5;71.1;3.2;0
1803;808222719;Comercio;7.9;6.1;31;11.4;5;55.5;20.1;3.19;55.4;45.8;7.7;0
1804;827957777;Transporte;3.1;1.2;69;23.9;4;57.9;9.6;6.43;43.7;54.4;6.3;0
1805;969609577;Comercio;19.7;17.0;33;3.1;5;61.6;26.7;3.71;92.4;87.1;1.1;0
1806;994953669;Servicios;15.1;3.1;27;-4.4;1;55.5;11.9;4.36;25.8;41.5;3.4;1
1807;910840227;Manufactura;9.6;9.0;9;-20.7;9;88.7;33.9;3.05;74.8;53.7;29.7;0
1808;917138310;Manufactura;3.0;1.7;48;15.1;5;74.6;27.5;3.75;47.1;37.2;7.0;0
1809;850010328;Comercio;26.6;16.7;29;-9.5;3;68.1;13.7;5.82;56.3;44.3;5.8;0
1810;928984756;Servicios;9.7;2.5;125;-5.3;5;68.5;1.5;2.52;77.1;81.3;2.8;0
1811;969214554;Tecnología;21.8;10.1;57;12.1;5;69.2;10.5;3.34;70.5;85.5;50.0;0
1812;963124779;Manufactura;9.1;7.2;12;6.6;1;58.9;18.9;2.88;25.3;31.9;14.8;1
1813;850418771;Manufactura;6.7;2.7;56;26.0;6;77.7;16.4;2.34;55.5;81.0;10.2;0
1814;934766674;Manufactura;1.8;0.7;29;20.6;6;53.2;11.0;3.12;64.3;59.7;4.6;0
1815;872667709;Transporte;3.4;2.1;46;29.9;5;60.2;8.9;4.57;66.3;52.1;12.4;0
1816;960603608;Transporte;11.4;6.3;42;-6.8;5;64.7;8.6;3.48;93.5;94.0;17.4;0
1817;852040375;Servicios;6.1;5.8;5;24.7;5;48.8;2.6;3.14;10.5;37.8;50.0;0
1818;879514584;Comercio;2.9;1.0;19;-15.9;6;70.3;2.0;3.82;77.6;73.7;6.1;1
1819;911946521;Comercio;22.1;12.0;9;6.1;4;66.3;6.4;6.86;86.0;72.6;9.2;0
1820;809853053;Tecnología;8.0;7.4;37;-4.1;6;75.4;37.3;3.64;96.4;88.1;8.5;0
1821;949905087;Tecnología;11.4;5.1;8;4.2;7;70.2;10.2;3.23;69.0;68.6;4.5;0
1822;900908391;Comercio;5.7;4.1;9;13.2;5;81.9;23.1;2.89;45.5;46.5;2.7;0
1823;837661836;Manufactura;14.0;6.1;73;-0.0;5;67.3;13.2;4.71;53.9;57.9;1.2;0
1824;900957792;Servicios;18.0;15.8;19;-1.0;4;69.0;8.6;3.31;70.4;35.5;5.3;0
1825;808077134;Manufactura;11.7;10.8;19;-9.8;5;69.0;30.1;3.64;42.8;60.1;9.0;0
1826;849475092;Comercio;6.3;1.3;19;-5.9;3;53.3;30.2;2.01;75.0;70.0;7.3;1
1827;984670195;Servicios;12.8;6.3;12;7.8;6;52.3;13.3;4.11;66.1;60.8;15.4;1
1828;816950947;Tecnología;5.3;2.1;38;9.8;2;42.7;17.4;2.42;22.7;27.2;10.6;0
1829;980840931;Tecnología;18.2;3.9;30;0.3;4;71.7;31.3;2.08;63.9;55.4;7.5;0
1830;920673759;Servicios;16.3;9.2;53;5.2;4;59.5;23.5;3.59;72.8;58.5;16.8;0
1831;852463723;Servicios;18.9;6.0;20;-0.9;6;64.6;18.3;1.79;79.7;77.3;4.6;0
1832;994049987;Construcción;9.2;2.2;23;12.8;5;67.5;12.4;4.22;27.0;27.8;16.6;0
1833;837916838;Construcción;23.9;17.6;13;-4.6;8;78.5;13.4;2.59;39.1;61.5;0.9;0
1834;951575603;Construcción;10.5;4.9;13;-11.2;3;41.9;15.1;2.76;54.8;47.8;1.1;1
1835;931854194;Comercio;14.3;10.5;19;14.8;4;44.6;18.0;3.2;77.1;71.1;4.6;1
1836;962827959;Comercio;15.4;11.8;36;7.7;8;74.2;26.4;3.19;79.8;76.7;6.5;0
1837;817215353;Servicios;10.6;2.2;15;-2.3;5;64.0;6.8;1.85;27.7;35.2;5.9;0
1838;890164109;Comercio;27.9;27.2;77;-1.9;8;88.7;21.6;4.35;75.9;73.4;10.7;0
1839;826325972;Servicios;23.3;7.6;5;-10.5;7;89.9;15.0;2.61;68.6;53.1;2.7;0
1840;802898790;Comercio;7.4;6.6;6;20.2;1;51.8;18.0;3.12;75.9;73.5;0.1;0
1841;801837480;Comercio;9.5;7.8;15;3.1;7;71.1;23.8;1.76;40.0;56.1;6.2;0
1842;997179899;Servicios;1.7;1.7;38;-5.3;6;73.0;4.7;5.84;59.8;66.3;3.2;0
1843;880434658;Comercio;4.3;2.6;18;-2.4;5;58.8;11.7;3.62;49.8;71.0;6.6;1
1844;843738594;Comercio;11.7;3.8;79;-6.2;2;42.3;10.9;4.44;42.7;62.6;4.9;1
1845;836876360;Servicios;6.7;4.4;24;-5.6;8;74.0;21.5;3.48;89.1;97.7;0.4;0
1846;832532901;Manufactura;4.3;3.6;23;-7.1;5;69.7;14.5;3.96;84.7;80.0;8.7;0
1847;804844311;Servicios;22.6;7.6;25;19.1;5;56.6;12.3;4.37;71.1;68.2;10.4;0
1848;944568699;Manufactura;12.0;8.7;22;-1.9;4;70.2;21.0;3.15;35.7;53.5;28.2;0
1849;813805435;Transporte;18.2;11.0;35;-2.9;5;73.9;23.6;4.88;67.4;71.6;5.7;1
1850;929565347;Servicios;11.3;3.3;38;11.5;5;66.9;16.3;3.53;68.1;70.4;0.7;0
1851;851338589;Construcción;12.0;11.7;6;27.9;1;42.5;12.5;3.24;71.5;62.6;5.4;0
1852;885770480;Comercio;12.0;7.1;25;8.8;3;74.7;40.5;1.97;54.7;67.7;16.7;1
1853;998486908;Servicios;30.4;9.8;28;6.5;7;80.5;16.8;3.1;79.5;53.6;18.6;0
1854;865515866;Servicios;16.5;13.4;17;1.6;3;45.9;25.9;2.7;69.1;74.8;32.3;1
1855;845808364;Servicios;8.4;3.4;5;4.7;4;65.8;19.6;3.8;57.5;46.2;10.7;0
1856;960378613;Transporte;11.6;4.8;58;5.8;4;70.4;14.8;2.95;63.8;55.8;3.6;0
1857;830697399;Manufactura;23.6;9.5;28;9.6;2;46.7;22.0;4.69;63.6;85.1;6.9;1
1858;898573543;Construcción;4.3;4.2;19;-8.9;3;59.7;11.7;2.84;73.5;75.2;3.3;1
1859;837260909;Servicios;9.6;7.1;57;14.8;5;73.5;14.8;3.6;67.5;66.9;35.4;0
1860;908722807;Comercio;3.3;1.3;34;5.4;4;50.9;41.4;1.79;58.8;60.0;0.6;1
1861;977107663;Comercio;15.4;10.4;5;-0.5;3;60.9;28.3;3.47;72.0;67.0;1.1;1
1862;874225098;Manufactura;4.6;3.0;32;0.9;4;71.4;27.5;3.16;71.9;63.7;23.9;1
1863;926123547;Construcción;6.3;5.6;8;7.8;5;62.4;4.3;2.18;59.3;62.7;19.8;0
1864;857542364;Servicios;2.8;1.0;46;14.6;5;65.9;10.0;4.18;50.0;35.7;13.0;0
1865;941266382;Comercio;15.9;12.5;8;2.9;3;63.9;16.6;2.41;15.7;29.7;50.0;1
1866;818158020;Servicios;24.2;14.7;32;-11.1;4;72.0;7.3;6.12;37.3;54.0;4.6;1
1867;994973169;Manufactura;13.4;7.2;23;35.3;5;60.0;22.6;1.73;60.7;67.7;11.3;0
1868;847538316;Transporte;15.6;5.3;6;0.1;8;78.9;4.1;4.9;93.8;83.6;2.1;0
1869;900884687;Servicios;18.2;13.7;7;4.5;4;65.0;16.7;7.22;22.2;37.9;2.2;0
1870;937126476;Transporte;7.0;4.7;15;-7.6;2;67.8;26.4;3.63;83.4;88.6;4.0;1
1871;954780453;Servicios;17.6;7.0;13;7.3;8;78.6;14.3;3.3;57.8;58.2;3.7;0
1872;871838668;Servicios;13.6;10.5;25;8.6;7;70.6;13.5;1.91;57.5;64.9;0.5;0
1873;827923030;Manufactura;18.1;5.1;9;19.9;4;58.3;16.8;1.92;58.7;46.7;14.2;0
1874;941978225;Servicios;3.4;2.3;29;7.9;4;67.4;4.7;1.87;42.4;56.5;12.9;1
1875;880458170;Transporte;13.0;10.4;42;19.9;2;54.7;29.3;5.35;62.3;55.4;7.5;1
1876;979695021;Servicios;6.4;5.6;21;-8.9;3;48.7;18.7;7.67;46.1;32.1;1.4;0
1877;904404790;Servicios;8.3;1.7;126;2.3;4;78.9;13.3;2.1;97.8;84.9;1.9;0
1878;991247394;Comercio;5.1;3.5;27;15.3;4;71.5;26.0;3.92;66.2;57.8;24.8;0
1879;885560576;Comercio;6.9;5.1;42;8.4;7;90.9;17.4;3.29;82.0;59.5;22.9;0
1880;815199985;Manufactura;6.1;5.2;21;-3.9;2;64.4;20.5;4.79;67.5;41.6;6.9;1
1881;894507202;Servicios;14.7;13.7;13;5.7;4;53.0;18.8;2.68;72.3;57.7;2.4;0
1882;995671303;Servicios;9.5;9.4;36;-14.1;7;76.2;5.9;3.01;56.4;66.9;5.1;0
1883;988763708;Transporte;13.2;10.8;6;0.6;5;67.9;6.5;2.87;67.8;64.1;9.1;0
1884;812661900;Comercio;1.8;1.5;37;12.4;2;34.2;16.8;2.63;17.2;39.0;10.9;0
1885;883181496;Comercio;8.1;1.8;8;12.6;6;60.2;15.0;2.24;90.9;88.4;3.2;0
1886;826207287;Servicios;18.5;5.0;34;21.5;4;51.6;45.6;3.3;92.1;64.3;6.2;0
1887;958025211;Construcción;20.8;10.8;9;23.8;4;68.4;20.6;3.41;95.8;82.9;1.5;0
1888;962571252;Comercio;4.0;1.0;55;4.7;7;75.7;38.1;4.56;19.0;36.0;18.3;0
1889;835276291;Transporte;2.1;1.7;30;4.3;6;77.8;12.3;4.54;76.0;58.2;19.2;0
1890;972138665;Comercio;6.8;4.3;14;27.6;5;76.4;11.6;3.36;66.6;69.6;5.8;0
1891;974907732;Tecnología;6.4;2.8;26;24.3;4;52.0;6.9;5.24;84.5;69.5;8.5;0
1892;907223304;Comercio;16.7;8.5;39;24.1;1;61.9;19.3;2.4;34.7;40.4;12.5;0
1893;927635152;Comercio;12.6;11.5;12;15.2;1;54.3;17.6;4.09;80.9;77.7;28.6;1
1894;979072703;Comercio;50.0;49.6;27;9.3;7;80.4;21.8;3.87;8.1;20.1;10.2;0
1895;826331386;Servicios;17.3;10.9;44;11.5;6;63.9;12.0;4.34;73.6;69.8;4.1;0
1896;867904448;Comercio;10.0;7.3;101;-4.8;4;68.2;35.3;2.92;74.3;69.3;2.3;1
1897;907784203;Transporte;5.4;3.8;14;12.2;7;69.4;13.6;4.95;57.1;52.0;17.2;0
1898;891925042;Construcción;16.0;8.5;9;24.1;5;70.7;9.5;2.59;73.2;74.6;28.2;0
1899;841741892;Manufactura;3.0;1.6;55;26.9;3;63.3;1.8;6.32;67.6;74.7;5.3;0
1900;893412188;Servicios;10.8;7.7;26;6.0;6;84.2;15.9;3.32;89.3;95.6;5.8;0
1901;903814253;Servicios;8.8;8.7;33;9.9;3;73.0;26.2;4.45;54.7;47.7;3.5;0
1902;821792773;Comercio;23.7;22.6;33;1.7;4;53.4;21.8;2.44;56.8;49.7;2.0;0
1903;910506497;Servicios;8.1;6.2;13;13.2;8;93.0;24.2;1.75;52.6;68.1;17.1;0
1904;988286949;Servicios;20.2;5.5;33;-2.6;9;92.7;13.9;2.95;60.0;52.7;3.6;0
1905;917585359;Servicios;13.6;10.1;16;-3.3;4;47.1;26.0;3.9;18.5;40.1;11.1;1
1906;966381340;Servicios;10.8;5.0;136;5.0;5;88.8;23.1;1.92;85.2;96.7;9.3;0
1907;959782407;Manufactura;29.7;13.0;72;-8.0;8;68.4;30.9;3.25;71.4;65.2;2.1;0
1908;838358092;Servicios;5.5;3.0;17;33.2;1;61.2;21.5;3.27;49.0;58.5;17.0;1
1909;809206650;Servicios;5.6;2.5;21;18.4;4;60.8;35.0;3.92;94.7;76.0;5.5;0
1910;877707184;Manufactura;11.4;8.6;73;-12.6;6;77.5;8.0;3.92;89.9;61.3;3.7;0
1911;941645265;Servicios;13.1;5.3;32;-17.1;4;74.9;14.6;2.34;41.1;54.5;6.9;1
1912;821597150;Comercio;10.8;7.9;53;-4.4;7;86.4;10.6;2.41;43.1;51.9;7.8;0
1913;923389407;Comercio;10.3;4.1;25;-5.2;9;100.0;18.7;4.38;45.2;52.1;10.0;0
1914;888388112;Servicios;13.6;9.5;10;4.5;4;60.8;22.3;3.43;74.1;62.1;7.4;0
1915;941390920;Transporte;4.8;1.4;43;9.8;3;48.5;17.9;2.98;64.9;62.9;20.0;1
1916;895201282;Servicios;3.6;3.5;20;12.0;7;89.5;7.9;2.4;34.5;55.7;27.2;0
1917;997102608;Manufactura;21.2;13.1;5;18.7;4;72.4;19.7;3.7;92.1;79.1;18.9;0
1918;894671072;Servicios;14.9;14.3;25;17.0;2;70.4;20.6;1.89;78.4;58.0;30.5;0
1919;890338266;Comercio;5.4;1.9;33;8.2;1;49.4;7.6;2.57;88.0;85.3;18.2;1
1920;975602653;Transporte;4.9;2.9;6;5.6;9;84.2;20.5;5.41;58.0;78.1;6.2;0
1921;943827190;Servicios;2.5;1.5;106;25.0;6;67.4;48.1;2.67;59.4;62.6;15.5;1
1922;923008636;Servicios;12.6;4.9;35;14.1;0;42.7;5.8;2.55;38.8;44.2;5.9;1
1923;938170490;Servicios;50.0;14.9;61;13.7;6;75.4;15.7;2.51;35.5;61.6;0.9;0
1924;962951479;Servicios;12.8;11.9;48;9.0;4;67.8;28.7;3.42;72.2;48.3;8.4;1
1925;851626802;Servicios;18.4;7.4;6;17.1;4;81.0;28.5;3.73;63.2;54.7;42.5;0
1926;966306569;Comercio;11.2;6.6;70;-12.5;5;56.4;29.1;2.6;79.7;79.4;5.0;1
1927;898200274;Manufactura;11.6;10.9;55;12.5;2;59.4;16.5;4.47;83.0;60.2;6.0;1
1928;993202470;Servicios;12.7;9.8;16;2.6;6;59.4;19.0;2.27;67.7;67.3;5.1;0
1929;809667504;Servicios;16.3;14.3;20;3.5;2;64.5;9.0;1.76;32.0;43.9;23.9;0
1930;847540768;Comercio;3.4;3.2;91;0.7;1;61.3;18.9;3.15;24.7;55.2;0.2;1
1931;902921272;Servicios;6.4;4.2;13;11.5;1;45.2;3.7;4.6;69.1;85.8;7.0;0
1932;840070466;Comercio;5.5;3.0;40;0.9;4;59.1;15.1;2.41;72.0;68.2;0.5;0
1933;945390699;Comercio;2.2;1.2;15;5.5;6;76.9;5.4;3.24;56.3;69.3;4.6;0
1934;868935586;Transporte;3.6;2.3;55;6.3;8;73.4;10.8;2.92;9.1;35.0;7.5;0
1935;950246681;Manufactura;5.6;4.4;18;0.7;3;60.2;34.1;2.97;46.8;64.0;25.4;1
1936;802686525;Construcción;5.5;3.5;27;4.5;4;59.5;11.6;2.54;71.5;77.6;2.3;0
1937;849545555;Servicios;6.2;4.7;17;2.6;5;73.5;15.8;3.56;34.2;47.3;15.1;1
1938;908911137;Transporte;5.1;4.2;110;1.6;6;79.3;9.9;2.94;63.0;67.0;9.0;0
1939;846502898;Transporte;12.8;4.6;18;-3.4;3;63.2;16.2;5.32;59.8;48.2;3.0;0
1940;878964583;Manufactura;13.5;4.8;29;20.3;2;45.3;5.2;4.51;76.1;69.6;1.6;0
1941;993718060;Comercio;6.1;2.9;12;18.6;4;56.5;10.1;2.63;38.4;64.9;21.5;0
1942;889695992;Comercio;15.2;12.1;27;-1.9;6;80.5;29.6;3.16;28.0;39.8;9.3;0
1943;987938922;Servicios;8.1;5.9;20;12.2;4;61.5;15.5;9.17;32.8;41.1;0.0;1
1944;896062239;Comercio;13.4;10.1;10;9.3;4;76.9;8.1;3.72;80.3;76.9;15.2;0
1945;831353278;Servicios;13.1;6.8;5;5.4;5;66.7;8.3;2.43;58.7;59.3;7.7;1
